params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.3590807914733887,100,-3.101442307692307,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.3345279693603516,100,-4.914423076923076,-13.375,-13.375,6.769230769230769,9.94235646655199
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.225501775741577,100,-2.4971153846153844,6.769230769230769,-13.375,6.769230769230769,10.03983288046925
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.347529411315918,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.334667444229126,100,-2.2506666666666666,5.733333333333333,-10.9,5.733333333333333,8.310010669868802
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.4505529403686523,100,-2.749666666666666,-10.9,-10.9,5.733333333333333,8.315003166966724
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.250507354736328,100,-3.5043269230769227,-13.375,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",25.192678213119507,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",2.3781700134277344,100,-1.8927884615384614,6.769230769230769,-13.375,6.769230769230769,9.972920192095904
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.376535654067993,100,-1.6913461538461538,6.769230769230769,-13.375,6.769230769230769,9.942356466551988
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.589585065841675,100,-5.518750000000001,-13.375,-13.375,6.769230769230769,9.825347267057245
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.402541399002075,100,-2.9,6.769230769230769,-13.375,6.769230769230769,10.064054466649726
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.426356792449951,100,-3.101442307692307,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.431551218032837,100,-2.9,6.769230769230769,-13.375,6.769230769230769,10.064054466649727
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.4555530548095703,100,-4.108653846153846,-13.375,-13.375,6.769230769230769,10.039832880469248
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.5755817890167236,100,2.0973333333333333,-1.0,-1.0,5.733333333333333,3.355876040618902
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.4085445404052734,100,-2.4971153846153844,6.769230769230769,-13.375,6.769230769230769,10.039832880469248
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",25.546298265457153,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",2.5403759479522705,100,-3.1014423076923077,6.769230769230769,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.6296002864837646,100,-6.324519230769231,-13.375,-13.375,6.769230769230769,9.608185706579333
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.7315006256103516,100,-5.3173076923076925,-13.375,-13.375,6.769230769230769,9.868617329097612
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.5966997146606445,100,-5.3173076923076925,-13.375,-13.375,6.769230769230769,9.868617329097612
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.53157114982605,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.5577077865600586,100,-4.5115384615384615,-13.375,-13.375,6.769230769230769,9.999333187827249
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.5507824420928955,100,-3.5043269230769227,-13.375,-13.375,6.769230769230769,10.070100760055857
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.6460492610931396,100,-1.8927884615384614,6.769230769230769,-13.375,6.769230769230769,9.972920192095902
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.553575038909912,100,-2.698557692307692,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
